Price,Close,High,Low,Open,Volume,retorno,preco_justo
Ticker,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,,
Date,,,,,,,
2022-01-04,52.40631866455078,53.75930854147194,52.283937331796864,53.378568922765666,18178700,-0.011794587385816513,62.7510914836126
2022-01-05,52.902645111083984,53.49415581654877,52.440316156593866,52.60349474325309,22039000,0.009470736719939365,62.7510914836126
2022-01-06,53.97007369995117,54.629572807809055,53.24258611634457,53.46695275478475,22044100,0.020177225290452405,62.7510914836126
2022-01-07,57.11119842529297,57.11119842529296,54.24884017429749,54.663576673075326,35213100,0.0582012309785791,62.7510914836126
